,id,movieID,movie,release_date,release_month,release_year,season,production_budget,domestic_gross,worldwide_gross,ROI,inflation_ratio,PB_AI,DG_AI,runtime_minutes,genres,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Musical,Music,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
220,19,tt2126355,San Andreas,2015-05-29,5,2015,Spring,110000000,155190832,456258539,1.4108257454545454,1.32,145200000.0,204851898.24,114.0,"Action,Adventure,Drama",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,20,tt0472181,The Smurfs,2011-07-29,7,2011,Summer,110000000,142614158,563749323,1.2964923454545454,1.4,154000000.0,199659821.2,103.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,26,tt1253863,300: Rise of an Empire,2014-03-07,3,2014,Spring,110000000,106580051,330780051,0.9689095545454546,1.32,145200000.0,140685667.32,102.0,"Action,Fantasy,War",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223,28,tt1355644,Passengers,2016-12-21,12,2016,Winter,110000000,100014699,302239672,0.9092245363636363,1.3,143000000.0,130019108.7,116.0,"Drama,Romance,Sci-Fi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
224,29,tt0990407,The Green Hornet,2011-01-14,1,2011,Winter,110000000,98780042,229155503,0.8980003818181819,1.4,154000000.0,138292058.79999998,119.0,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,31,tt0433035,Real Steel,2011-10-07,10,2011,Fall,110000000,85463309,263880341,0.7769391727272728,1.4,154000000.0,119648632.6,127.0,"Action,Drama,Family",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,32,tt0429493,The A-Team,2010-06-11,6,2010,Summer,110000000,77222099,177241171,0.7020190818181818,1.42,156200000.0,109655380.58,117.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,33,tt2017020,The Smurfs 2,2013-07-31,7,2013,Summer,110000000,71017784,348547523,0.6456162181818181,1.34,147400000.0,95163830.56,105.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,36,tt1731141,Ender's Game,2013-11-01,11,2013,Fall,110000000,61737191,127983283,0.5612471909090909,1.34,147400000.0,82727835.94,114.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,40,tt1219827,Ghost in the Shell,2017-03-31,3,2017,Spring,110000000,40563557,167910690,0.3687596090909091,1.27,139700000.0,51515717.39,107.0,"Action,Drama,Sci-Fi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,46,tt3659388,The Martian,2015-10-02,10,2015,Fall,108000000,228433663,655271443,2.1151265092592593,1.32,142560000.0,301532435.16,144.0,"Adventure,Drama,Sci-Fi",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,47,tt3640424,Allied,2016-11-23,11,2016,Fall,106000000,40098064,119266661,0.37828362264150944,1.3,137800000.0,52127483.2,124.0,"Action,Drama,Romance",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
232,52,tt3416828,Ice Age: Collision Course,2016-07-22,7,2016,Summer,105000000,64063008,402156682,0.6101238857142857,1.3,136500000.0,83281910.4,94.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,54,tt4649466,Kingsman: The Golden Circle,2017-09-22,9,2017,Fall,104000000,100234838,408803696,0.9637965192307693,1.27,132080000.0,127298244.26,141.0,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,58,tt1620680,A Wrinkle in Time,2018-03-09,3,2018,Spring,103000000,100478608,133401882,0.9755204660194174,1.24,127720000.0,124593473.92,109.0,"Adventure,Family,Fantasy",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,62,tt4701182,Bumblebee,2018-12-21,12,2018,Winter,102000000,127195589,465195589,1.2470155784313726,1.24,126480000.0,157722530.35999998,114.0,"Action,Adventure,Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
236,63,tt1371111,Cloud Atlas,2012-10-26,10,2012,Fall,102000000,27108272,130673154,0.2657673725490196,1.36,138720000.0,36867249.92,172.0,"Action,Drama,Mystery",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,69,tt1853728,Django Unchained,2012-12-25,12,2012,Winter,100000000,162805434,449948323,1.62805434,1.36,136000000.0,221415390.24,165.0,"Drama,Western",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,70,tt0970866,Little Fockers,2010-12-22,12,2010,Winter,100000000,148438600,310650574,1.484386,1.42,142000000.0,210782812.0,98.0,"Comedy,Romance",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239,74,tt1386588,The Other Guys,2010-08-06,8,2010,,100000000,119219978,170936470,1.19219978,1.42,142000000.0,169292368.76,107.0,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,76,tt0993846,The Wolf of Wall Street,2013-12-25,12,2013,Winter,100000000,116900694,389870414,1.16900694,1.34,134000000.00000001,156646929.96,180.0,"Biography,Crime,Drama",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,77,tt0848537,Epic,2013-05-24,5,2013,Spring,100000000,107518682,262794441,1.07518682,1.34,134000000.00000001,144075033.88,102.0,"Adventure,Animation,Family",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,81,tt1764651,The Expendables 2,2012-08-17,8,2012,,100000000,85028192,311979256,0.85028192,1.36,136000000.0,115638341.12,103.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
243,84,tt1267297,Hercules,2014-07-25,7,2014,Summer,100000000,72688614,243388614,0.72688614,1.32,132000000.0,95948970.48,98.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,84,tt3985956,Hercules,2014-07-25,7,2014,Summer,100000000,72688614,243388614,0.72688614,1.32,132000000.0,95948970.48,112.0,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,85,tt1243957,The Tourist,2010-12-10,12,2010,Winter,100000000,67631157,278731369,0.67631157,1.42,142000000.0,96036242.94,103.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,90,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010-09-24,9,2010,Fall,100000000,55675313,139716717,0.55675313,1.42,142000000.0,79058944.46,97.0,"Action,Adventure,Animation",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,94,tt6428676,Wonder Park,2019-03-15,3,2019,Spring,100000000,45216793,115149422,0.45216793,1.22,122000000.0,55164487.46,85.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,96,tt2333784,The Expendables 3,2014-08-15,8,2014,,100000000,39322544,209461378,0.39322544,1.32,132000000.0,51905758.080000006,126.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,98,tt0947810,Green Zone,2010-03-12,3,2010,Spring,100000000,35497337,97523020,0.35497337,1.42,142000000.0,50406218.54,115.0,"Action,Drama,Thriller",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,99,tt1981128,Geostorm,2017-10-20,10,2017,Fall,100000000,33700160,220796009,0.3370016,1.27,127000000.0,42799203.2,109.0,"Action,Sci-Fi,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
251,100,tt2058673,Point Break,2015-12-25,12,2015,Winter,100000000,28782481,126704591,0.28782481,1.32,132000000.0,37992874.92,114.0,"Action,Crime,Sport",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252,1,tt1390411,In the Heart of the Sea,2015-12-11,12,2015,Winter,100000000,25020758,89693309,0.25020758,1.32,132000000.0,33027400.560000002,122.0,"Action,Adventure,Biography",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2,tt2202408,Transcendence,2014-04-18,4,2014,Spring,100000000,23022309,103039258,0.23022309,1.32,132000000.0,30389447.880000003,98.0,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2,tt2209764,Transcendence,2014-04-18,4,2014,Spring,100000000,23022309,103039258,0.23022309,1.32,132000000.0,30389447.880000003,119.0,"Action,Drama,Sci-Fi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
255,4,tt1571234,Mortal Engines,2018-12-14,12,2018,Winter,100000000,15951040,85287417,0.1595104,1.24,124000000.0,19779289.6,128.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,7,tt2452042,The Peanuts Movie,2015-11-06,11,2015,Fall,99000000,130178411,250091610,1.3149334444444445,1.32,130680000.0,171835502.52,88.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,12,tt2316204,Alien: Covenant,2017-05-19,5,2017,Spring,97000000,74262031,238521247,0.7655879484536082,1.27,123190000.0,94312779.37,122.0,"Horror,Sci-Fi,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
258,13,tt1661199,Cinderella,2015-03-13,3,2015,Spring,95000000,201151353,534551353,2.117382663157895,1.32,125400000.0,265519785.96,105.0,"Drama,Family,Fantasy",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,14,tt1667889,Ice Age: Continental Drift,2012-07-13,7,2012,Summer,95000000,161321843,879765137,1.6981246631578948,1.36,129200000.00000001,219397706.48000002,88.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,16,tt1261945,Sex and the City 2,2010-05-27,5,2010,Spring,95000000,95347692,294680778,1.0036599157894737,1.42,134900000.0,135393722.64,146.0,"Comedy,Drama,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
261,17,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010-02-12,2,2010,Winter,95000000,88768303,223050874,0.9344031894736842,1.42,134900000.0,126050990.25999999,118.0,"Adventure,Family,Fantasy",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,18,tt1790886,The Campaign,2012-08-10,8,2012,,95000000,86907746,104907746,0.9148183789473684,1.36,129200000.00000001,118194534.56,85.0,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,18,tt2411684,The Campaign,2012-08-10,8,2012,,95000000,86907746,104907746,0.9148183789473684,1.36,129200000.00000001,118194534.56,60.0,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,19,tt0477080,Unstoppable,2010-11-12,11,2010,Fall,95000000,81562942,165720921,0.8585572842105264,1.42,134900000.0,115819377.64,98.0,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
265,19,tt3070502,Unstoppable,2010-11-12,11,2010,Fall,95000000,81562942,165720921,0.8585572842105264,1.42,134900000.0,115819377.64,65.0,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,19,tt9225192,Unstoppable,2010-11-12,11,2010,Fall,95000000,81562942,165720921,0.8585572842105264,1.42,134900000.0,115819377.64,116.0,"Action,Crime",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,19,tt9906218,Unstoppable,2010-11-12,11,2010,Fall,95000000,81562942,165720921,0.8585572842105264,1.42,134900000.0,115819377.64,84.0,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,23,tt2638144,Ben-Hur,2016-08-19,8,2016,,95000000,26410477,91669648,0.2780050210526316,1.3,123500000.0,34333620.1,123.0,"Action,Adventure,Drama",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,24,tt1121096,Seventh Son,2015-02-06,2,2015,Winter,95000000,17725785,108874967,0.1865872105263158,1.32,125400000.0,23398036.2,102.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,29,tt2802144,Kingsman: The Secret Service,2015-02-13,2,2015,Winter,94000000,128261724,404561724,1.364486425531915,1.32,124080000.0,169305475.68,129.0,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,31,tt1318514,Rise of the Planet of the Apes,2011-08-05,8,2011,,93000000,176760185,470986200,1.9006471505376343,1.4,130199999.99999999,247464258.99999997,105.0,"Action,Drama,Sci-Fi",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,34,tt1606378,A Good Day to Die Hard,2013-02-14,2,2013,Winter,92000000,67349198,304249198,0.7320565,1.34,123280000.0,90247925.32000001,98.0,"Action,Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,37,tt0359950,The Secret Life of Walter Mitty,2013-12-25,12,2013,Winter,91000000,58236838,187861183,0.6399652527472528,1.34,121940000.0,78037362.92,114.0,"Adventure,Comedy,Drama",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,38,tt2283362,Jumanji: Welcome to the Jungle,2017-12-20,12,2017,Winter,90000000,404508916,964496193,4.494543511111111,1.27,114300000.0,513726323.32,119.0,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,46,tt1436562,Rio,2011-04-15,4,2011,Spring,90000000,143619809,487519809,1.5957756555555556,1.4,125999999.99999999,201067732.6,96.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,46,tt2614250,Rio,2011-04-15,4,2011,Spring,90000000,143619809,487519809,1.5957756555555556,1.4,125999999.99999999,201067732.6,90.0,Documentary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,46,tt5734820,Rio,2011-04-15,4,2011,Spring,90000000,143619809,487519809,1.5957756555555556,1.4,125999999.99999999,201067732.6,87.0,Drama,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,51,tt1568346,The Girl with the Dragon Tattoo,2011-12-20,12,2011,Winter,90000000,102515793,239373970,1.1390643666666667,1.4,125999999.99999999,143522110.2,158.0,"Crime,Drama,Mystery",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
279,55,tt2404435,The Magnificent Seven,2016-09-23,9,2016,Fall,90000000,93432655,162525156,1.0381406111111111,1.3,117000000.0,121462451.5,132.0,"Action,Adventure,Western",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,56,tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,12,2015,Winter,90000000,85886987,249517956,0.9542998555555555,1.32,118800000.0,113370822.84,92.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,59,tt1664775,Pixels,2015-07-24,7,2015,Summer,90000000,78765986,244041804,0.8751776222222222,1.32,118800000.0,103971101.52000001,100.0,"Action,Comedy",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,59,tt2120120,Pixels,2015-07-24,7,2015,Summer,90000000,78765986,244041804,0.8751776222222222,1.32,118800000.0,103971101.52000001,105.0,"Action,Comedy,Sci-Fi",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,64,tt1854564,Percy Jackson: Sea of Monsters,2013-08-07,8,2013,,90000000,68559554,200859554,0.7617728222222222,1.34,120600000.0,91869802.36,106.0,"Adventure,Family,Fantasy",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,66,tt3110958,Now You See Me 2,2016-06-10,6,2016,Summer,90000000,65075540,328325007,0.7230615555555555,1.3,117000000.0,84598202.0,129.0,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,70,tt1365519,Tomb Raider,2018-03-16,3,2018,Spring,90000000,58250803,273477501,0.6472311444444444,1.24,111600000.0,72230995.72,119.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,76,tt0816462,Conan the Barbarian,2011-08-19,8,2011,,90000000,21295021,63356133,0.23661134444444445,1.4,125999999.99999999,29813029.4,113.0,"Action,Adventure,Fantasy",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,77,tt1509767,The Three Musketeers,2011-10-21,10,2011,Fall,90000000,20377913,139877913,0.22642125555555556,1.4,125999999.99999999,28529078.2,110.0,"Action,Adventure,Romance",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,77,tt3274666,The Three Musketeers,2011-10-21,10,2011,Fall,90000000,20377913,139877913,0.22642125555555556,1.4,125999999.99999999,28529078.2,112.0,Adventure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,78,tt4192918,The Promise,2017-04-21,4,2017,Spring,90000000,8224288,10551417,0.09138097777777777,1.27,114300000.0,10444845.76,,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,78,tt4776998,The Promise,2017-04-21,4,2017,Spring,90000000,8224288,10551417,0.09138097777777777,1.27,114300000.0,10444845.76,133.0,"Drama,History",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,78,tt6072400,The Promise,2017-04-21,4,2017,Spring,90000000,8224288,10551417,0.09138097777777777,1.27,114300000.0,10444845.76,90.0,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
292,78,tt7232438,The Promise,2017-04-21,4,2017,Spring,90000000,8224288,10551417,0.09138097777777777,1.27,114300000.0,10444845.76,114.0,"Drama,Horror,Thriller",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
293,79,tt1041804,The Nutcracker in 3D,2010-11-24,11,2010,Fall,90000000,195459,20466016,0.0021717666666666666,1.42,127800000.0,277551.77999999997,110.0,"Action,Family,Fantasy",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,80,tt5519340,Bright,2017-12-13,12,2017,Winter,90000000,0,0,0.0,1.27,114300000.0,0.0,117.0,"Action,Crime,Fantasy",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,84,tt3829266,The Predator,2018-09-14,9,2018,Fall,88000000,51024708,159487563,0.5798262272727273,1.24,109120000.0,63270637.92,107.0,"Action,Adventure,Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
296,95,tt1840309,Divergent,2014-03-21,3,2014,Spring,85000000,150947895,276014965,1.775857588235294,1.32,112200000.0,199251221.4,139.0,"Action,Adventure,Mystery",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,96,tt0837562,Hotel Transylvania,2012-09-28,9,2012,Fall,85000000,148313048,378505812,1.744859388235294,1.36,115600000.00000001,201705745.28,91.0,"Animation,Comedy,Family",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,97,tt0448115,Shazam!,2019-04-05,4,2019,Spring,85000000,139606856,362899733,1.6424336,1.22,103700000.0,170320364.32,132.0,"Action,Adventure,Comedy",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,99,tt1599348,Safe House,2012-02-10,2,2012,Winter,85000000,126181630,208542162,1.4844897647058823,1.36,115600000.00000001,171607016.8,115.0,"Action,Adventure,Crime",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,5,tt0471042,Tower Heist,2011-11-04,11,2011,Fall,85000000,78046570,150422946,0.9181949411764706,1.4,118999999.99999999,109265198.0,104.0,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,7,tt1667353,Mirror Mirror,2012-03-30,3,2012,Spring,85000000,64935167,173613482,0.7639431411764706,1.36,115600000.00000001,88311827.12,106.0,"Adventure,Comedy,Drama",0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,14,tt1430607,Arthur Christmas,2011-11-23,11,2011,Fall,85000000,46462469,149717124,0.5466172823529412,1.4,118999999.99999999,65047456.599999994,97.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,15,tt1293847,xXx: Return of Xander Cage,2017-01-20,1,2017,Winter,85000000,44898413,345033359,0.5282166235294118,1.27,107950000.0,57020984.51,107.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,17,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010-07-30,7,2010,Summer,85000000,43585753,113026383,0.5127735647058823,1.42,120700000.0,61891769.26,82.0,"Action,Comedy,Family",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,25,tt1485796,The Greatest Showman,2017-12-20,12,2017,Winter,84000000,174340174,386665550,2.075478261904762,1.27,106680000.0,221412020.98,105.0,"Biography,Drama,Musical",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
306,28,tt1821694,RED 2,2013-07-19,7,2013,Summer,84000000,53262560,141507355,0.6340780952380952,1.34,112560000.0,71371830.4,116.0,"Action,Comedy,Crime",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,34,tt1320253,The Expendables,2010-08-13,8,2010,,82000000,103068524,268268174,1.2569332195121952,1.42,116440000.0,146357304.07999998,103.0,"Action,Adventure,Thriller",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,38,tt1392170,The Hunger Games,2012-03-23,3,2012,Spring,80000000,408010692,677923379,5.10013365,1.36,108800000.00000001,554894541.12,142.0,"Action,Adventure,Sci-Fi",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309,39,tt1411697,The Hangover Part II,2011-05-26,5,2011,Spring,80000000,254464305,586464305,3.1808038125,1.4,112000000.0,356250027.0,102.0,"Comedy,Mystery",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,41,tt4116284,The Lego Batman Movie,2017-02-10,2,2017,Winter,80000000,175750384,310660018,2.1968798,1.27,101600000.0,223202987.68,104.0,"Action,Animation,Comedy",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,42,tt2510894,Hotel Transylvania 2,2015-09-25,9,2015,Fall,80000000,169700110,469500298,2.121251375,1.32,105600000.0,224004145.20000002,89.0,"Animation,Comedy,Family",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,48,tt2191701,Grown Ups 2,2013-07-12,7,2013,Summer,80000000,133668525,247023808,1.6708565625,1.34,107200000.0,179115823.5,101.0,Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,49,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011-12-16,12,2011,Winter,80000000,133107389,349088523,1.6638423625,1.4,112000000.0,186350344.6,87.0,"Adventure,Animation,Comedy",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,52,tt1130884,Shutter Island,2010-02-19,2,2010,Winter,80000000,128012934,299461782,1.600161675,1.42,113600000.0,181778366.28,138.0,"Mystery,Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
